window	Window_start	Window_end	chr	chr_start	chr_end	scaffold	scaf_start	scaf_end	rho_per_bp	rho_per_window
ChrZ	52400001	52600000	ChrZ	52311403	52552701	superscaffold36	3156857	3398153	0.000252	50.350201
ChrZ	52600001	52800000	ChrZ	52738606	53068204	superscaffold36	2641354	2970950	0.000269	53.727481
ChrZ	52800001	53000000	ChrZ	52967804	53258000	superscaffold36	2451558	2741752	0.000228	45.689341
ChrZ	53000001	53200000	ChrZ	52967804	53258000	superscaffold36	2451558	2741752	0.000207	41.366875
ChrZ	53200001	53400000	ChrZ	53395248	53608489	superscaffold36	2101069	2314308	0.000258	51.686781
ChrZ	53400001	53600000	ChrZ	53395248	53608489	superscaffold36	2101069	2314308	0.000273	54.595505
ChrZ	53600001	53800000	ChrZ	53395248	53608489	superscaffold36	2101069	2314308	0.00024	47.949581
ChrZ	53800001	54000000	ChrZ	53870851	54759642	superscaffold36	949916	1838705	0.000153	30.525447
ChrZ	54000001	54200000	ChrZ	53870851	54759642	superscaffold36	949916	1838705	7.3e-05	14.696771
ChrZ	54200001	54400000	ChrZ	53870851	54759642	superscaffold36	949916	1838705	7.3e-05	14.696771
ChrZ	54400001	54600000	ChrZ	53870851	54759642	superscaffold36	949916	1838705	7.3e-05	14.696771
ChrZ	54600001	54800000	ChrZ	53870851	54759642	superscaffold36	949916	1838705	0.000108	21.675256
ChrZ	54800001	55000000	ChrZ	54920050	55318897	superscaffold36	390661	789506	0.000213	42.513191
ChrZ	55000001	55200000	ChrZ	54920050	55318897	superscaffold36	390661	789506	0.000312	62.435622
ChrZ	55200001	55400000	ChrZ	55275503	55512576	superscaffold36	196982	434053	0.000437	87.495656
ChrZ	55400001	55600000	ChrZ	55275503	55512576	superscaffold36	196982	434053	0.000557	111.428264
ChrZ	55600001	55800000	ChrZ	55711156	56074683	superscaffold62	1600	365127	0.000559	111.797805
ChrZ	55800001	56000000	ChrZ	55711156	56074683	superscaffold62	1600	365127	0.000559	111.797805
ChrZ	56000001	56200000	ChrZ	56026507	56460658	superscaffold62	316951	751102	0.000326	65.295679
ChrZ	56200001	56400000	ChrZ	56026507	56460658	superscaffold62	316951	751102	0.000226	45.27832
ChrZ	56400001	56600000	ChrZ	56421320	57059228	superscaffold62	711764	1349672	0.000236	47.14773
ChrZ	56600001	56800000	ChrZ	56421320	57059228	superscaffold62	711764	1349672	0.000228	45.578293
ChrZ	56800001	57000000	ChrZ	56421320	57059228	superscaffold62	711764	1349672	0.000226	45.159484
ChrZ	57000001	57200000	ChrZ	56421320	57059228	superscaffold62	711764	1349672	0.000219	43.735146
ChrZ	57200001	57400000	ChrZ	57214395	57985539	superscaffold62	1504839	2275983	0.000137	27.464974
ChrZ	57400001	57600000	ChrZ	57466954	58134774	superscaffold62	1757398	2425218	0.000124	24.740671
ChrZ	57600001	57800000	ChrZ	57466954	58134774	superscaffold62	1757398	2425218	0.00013	25.982966
ChrZ	57800001	58000000	ChrZ	57466954	58134774	superscaffold62	1757398	2425218	0.000131	26.214754
ChrZ	58000001	58200000	ChrZ	57466954	58134774	superscaffold62	1757398	2425218	0.000293	58.554622
ChrZ	58200001	58400000	ChrZ	58277157	58526951	superscaffold62	2567601	2817395	0.000421	84.149819
ChrZ	58400001	58600000	ChrZ	58526971	58626568	superscaffold62	2817415	2917012	0.000431	86.249563
ChrZ	58600001	58800000	ChrZ	58526971	58626568	superscaffold62	2817415	2917012	0.000526	105.27638
ChrZ	58800001	59000000	ChrZ	58883868	59113147	superscaffold67	257021	486300	0.000554	110.854186
ChrZ	59000001	59200000	ChrZ	59081412	59256818	superscaffold67	454565	629971	0.000597	119.49464
ChrZ	59200001	59400000	ChrZ	59213450	60644606	superscaffold67	586603	2017759	0.000193	38.596588
ChrZ	59400001	59600000	ChrZ	59213450	60644606	superscaffold67	586603	2017759	5.7e-05	11.446865
ChrZ	59600001	59800000	ChrZ	59213450	60644606	superscaffold67	586603	2017759	5.7e-05	11.446865
ChrZ	59800001	60000000	ChrZ	59213450	60644606	superscaffold67	586603	2017759	5.7e-05	11.446865
ChrZ	60000001	60200000	ChrZ	59213450	60644606	superscaffold67	586603	2017759	5.7e-05	11.446865
ChrZ	60200001	60400000	ChrZ	59213450	60644606	superscaffold67	586603	2017759	5.7e-05	11.446865
ChrZ	60400001	60600000	ChrZ	60598951	60832047	superscaffold67	1972104	2205200	5.9e-05	11.73936
ChrZ	60600001	60800000	ChrZ	60793403	61351869	superscaffold67	2166556	2725022	0.000282	56.427543
ChrZ	60800001	61000000	ChrZ	60793403	61351869	superscaffold67	2166556	2725022	0.000153	30.623315
ChrZ	61000001	61200000	ChrZ	60793403	61351869	superscaffold67	2166556	2725022	0.000124	24.713653
ChrZ	61200001	61400000	ChrZ	60793403	61351869	superscaffold67	2166556	2725022	0.000235	47.049974
ChrZ	61400001	61600000	ChrZ	61491727	61713281	superscaffold67	2864880	3086434	0.000625	124.927532
ChrZ	61600001	61800000	ChrZ	61669297	61865057	superscaffold67	3042450	3238210	0.000865	173.085019
ChrZ	61800001	62000000	ChrZ	61818943	62079769	superscaffold67	3192096	3452922	0.000779	155.793505
ChrZ	62000001	62200000	ChrZ	61818943	62079769	superscaffold67	3192096	3452922	0.000542	108.457525
ChrZ	62200001	62400000	ChrZ	62272320	62526950	superscaffold67	3645473	3900103	0.000473	94.599653
ChrZ	62400001	62600000	ChrZ	62478544	62714401	superscaffold67	3851697	4087554	0.000609	121.836285
ChrZ	62600001	62800000	ChrZ	62655155	62919224	superscaffold67	4028308	4292377	0.000606	121.11274
ChrZ	62800001	63000000	ChrZ	62874163	63126258	superscaffold67	4247316	4499411	0.00049	98.04573
ChrZ	63000001	63200000	ChrZ	62874163	63126258	superscaffold67	4247316	4499411	0.000531	106.120698
ChrZ	63200001	63400000	ChrZ	63301701	63564781	superscaffold67	4674854	4937934	0.00059	118.057486
ChrZ	63400001	63600000	ChrZ	63506185	63834519	superscaffold67	4879338	5207672	0.000511	102.104799
ChrZ	63600001	63800000	ChrZ	63506185	63834519	superscaffold67	4879338	5207672	0.000382	76.326432
ChrZ	63800001	64000000	ChrZ	63927610	64220038	superscaffold69-1	503	292931	0.000604	120.72972
ChrZ	64000001	64200000	ChrZ	63927610	64220038	superscaffold69-1	503	292931	0.000684	136.76183
ChrZ	64200001	64400000	ChrZ	63927610	64220038	superscaffold69-1	503	292931	0.000778	155.635849
ChrZ	64400001	64600000	ChrZ	64546469	64756200	superscaffold69-1	619362	829093	0.000928	185.593619
ChrZ	64600001	64800000	ChrZ	64722303	64945805	superscaffold69-1	795196	1018698	0.000685	137.07569
ChrZ	64800001	65000000	ChrZ	64873204	65159534	superscaffold69-1	946097	1232427	0.000654	130.833425
ChrZ	65000001	65200000	ChrZ	64873204	65159534	superscaffold69-1	946097	1232427	0.000525	104.919593
ChrZ	65200001	65400000	ChrZ	65315079	65564144	superscaffold69-1	1387972	1637037	0.000642	128.451322
ChrZ	65400001	65600000	ChrZ	65520633	65736157	superscaffold69-1	1593526	1809050	0.000616	123.251989
ChrZ	65600001	65800000	ChrZ	65692419	65922581	superscaffold69-1	1765312	1995474	0.000761	152.152743
ChrZ	65800001	66000000	ChrZ	65873523	66187409	superscaffold69-1	1946416	2260302	0.00093	186.08764
ChrZ	66000001	66200000	ChrZ	65873523	66187409	superscaffold69-1	1946416	2260302	0.000827	165.322812
ChrZ	66200001	66400000	ChrZ	66397900	66666331	superscaffold69-1	2470793	2739224	0.000519	103.717995
ChrZ	66400001	66600000	ChrZ	66397900	66666331	superscaffold69-1	2470793	2739224	0.000765	152.988409
ChrZ	66600001	66800000	ChrZ	66792170	67130824	superscaffold69-1	2865063	3203717	0.000882	176.437283
ChrZ	66800001	67000000	ChrZ	66792170	67130824	superscaffold69-1	2865063	3203717	0.000581	116.126145
ChrZ	67000001	67200000	ChrZ	67061660	67323101	superscaffold69-1	3134553	3395994	0.000677	135.456035
ChrZ	67200001	67400000	ChrZ	67061660	67323101	superscaffold69-1	3134553	3395994	0.00078	156.090185
ChrZ	67400001	67600000	ChrZ	67496130	67698754	superscaffold69-1	3569023	3771647	0.00123	246.015379
ChrZ	67600001	67800000	ChrZ	67667281	67860947	superscaffold69-1	3740174	3933840	0.002333	466.688366
ChrZ	67800001	68000000	ChrZ	67813064	68069954	superscaffold69-1	3885957	4142847	0.001498	299.601018
ChrZ	68000001	68200000	ChrZ	68030635	68189712	superscaffold69-1	4103528	4262605	0.001408	281.612549
ChrZ	68200001	68400000	ChrZ	68321671	68550254	superscaffold69-1	4394564	4623147	0.000815	162.988988
ChrZ	68400001	68600000	ChrZ	68514590	68738194	superscaffold69-1	4587483	4811087	0.000936	187.130666
ChrZ	68600001	68800000	ChrZ	68691173	68924250	superscaffold69-1	4764066	4997143	0.001203	240.671188
ChrZ	68800001	69000000	ChrZ	68886558	69067214	superscaffold69-1	4959451	5140107	0.001266	253.147406
ChrZ	69000001	69200000	ChrZ	69040462	69249191	superscaffold69-1	5113355	5322084	0.001042	208.444928
ChrZ	69200001	69400000	ChrZ	69200024	69425261	superscaffold69-1	5272917	5498154	0.00043	86.044571
ChrZ	69400001	69600000	ChrZ	69200024	69425261	superscaffold69-1	5272917	5498154	0.000422	84.471035
ChrZ	69600001	69800000	ChrZ	69779842	69905499	superscaffold69-1	5852735	5978392	0.000346	69.109906
ChrZ	69800001	70000000	ChrZ	69910426	70144451	superscaffold93	4801	238826	0.000387	77.30132
ChrZ	70000001	70200000	ChrZ	70094767	70478745	superscaffold93	189142	573120	0.000236	47.294531
ChrZ	70200001	70400000	ChrZ	70094767	70478745	superscaffold93	189142	573120	0.000134	26.761639
ChrZ	70400001	70600000	ChrZ	70094767	70478745	superscaffold93	189142	573120	0.000239	47.824601
ChrZ	70600001	70800000	ChrZ	70711954	70899232	superscaffold93	806329	993607	0.00028	55.912938
ChrZ	70800001	71000000	ChrZ	70853932	71046205	superscaffold93	948307	1140580	0.000249	49.793533
ChrZ	71000001	71200000	ChrZ	71151777	71352691	superscaffold93	1246152	1447066	0.000265	52.972717
ChrZ	71200001	71400000	ChrZ	71151777	71352691	superscaffold93	1246152	1447066	0.000138	27.666396
ChrZ	71400001	71600000	ChrZ	71457033	71665619	superscaffold93	1551408	1759994	9.2e-05	18.470238
ChrZ	71600001	71800000	ChrZ	71779777	72000874	superscaffold93	1874152	2095249	0.000143	28.614245
ChrZ	71800001	72000000	ChrZ	71963188	72228731	superscaffold93	2057563	2323106	0.0002	39.912306
ChrZ	72000001	72200000	ChrZ	72165402	72500254	superscaffold93	2259777	2594629	0.000194	38.8319
ChrZ	72200001	72400000	ChrZ	72165402	72500254	superscaffold93	2259777	2594629	0.000191	38.248529
ChrZ	72400001	72600000	ChrZ	72165402	72500254	superscaffold93	2259777	2594629	0.000154	30.711924
ChrZ	72600001	72800000	ChrZ	72640502	72907829	superscaffold93	2734877	3002204	0.000187	37.358066
ChrZ	72800001	73000000	ChrZ	72856264	73072872	superscaffold93	2950639	3167247	0.000412	82.314474
ChrZ	73000001	73200000	ChrZ	73197015	73376017	superscaffold93	3291390	3470392	0.000665	132.963389
ChrZ	73200001	73400000	ChrZ	73347248	73524353	superscaffold93	3441623	3618728	0.001116	223.225783
ChrZ	73400001	73600000	ChrZ	73347248	73524353	superscaffold93	3441623	3618728	0.001222	244.425249
ChrZ	73600001	73800000	ChrZ	73794944	74008726	superscaffold93	3889319	4103101	0.001285	256.91923
ChrZ	73800001	74000000	ChrZ	73961471	74156911	superscaffold93	4055846	4251286	0.000645	129.031588
ChrZ	74000001	74200000	ChrZ	74125108	74326048	superscaffold93	4219483	4420423	0.001261	252.200485
ChrZ	74200001	74400000	ChrZ	74277454	74483122	superscaffold93	4371829	4577497	0.001492	298.317189
ChrZ	74400001	74600000	ChrZ	74441448	74650107	superscaffold93	4535823	4744482	0.001346	269.176622
ChrZ	74600001	74800000	ChrZ	74441448	74650107	superscaffold93	4535823	4744482	0.001484	296.702353
ChrZ	74800001	75000000	ChrZ	74894014	75082735	superscaffold63	4798	193519	0.000738	147.51551
ChrZ	75000001	75200000	ChrZ	75037115	75263262	superscaffold63	147899	374046	0.001138	227.56935
ChrZ	75200001	75400000	ChrZ	75398631	75674294	superscaffold63	509415	785078	0.000896	179.174008
ChrZ	75400001	75600000	ChrZ	75398631	75674294	superscaffold63	509415	785078	0.000323	64.650535
ChrZ	75600001	75800000	ChrZ	75398631	75674294	superscaffold63	509415	785078	0.000453	90.653171
ChrZ	75800001	76000000	ChrZ	75937515	76100821	superscaffold63	1048299	1211605	0.000877	175.498377
ChrZ	76000001	76200000	ChrZ	76066771	76252606	superscaffold63	1177555	1363390	0.000952	190.424102
ChrZ	76200001	76400000	ChrZ	76345834	76498799	superscaffold63	1456618	1609583	0.001253	250.60195
ChrZ	76400001	76600000	ChrZ	76499142	76581751	superscaffold63	1609926	1692535	0.000734	146.87446
ChrZ	76600001	76800000	ChrZ	76582787	76909406	superscaffold88	646	327265	0.000266	53.250028
ChrZ	76800001	77000000	ChrZ	76909805	77206091	superscaffold88	327664	623950	0.000215	43.062099
ChrZ	77000001	77200000	ChrZ	76909805	77206091	superscaffold88	327664	623950	0.000154	30.704314
ChrZ	77200001	77400000	ChrZ	77389910	77635559	superscaffold83	183655	429304	0.000252	50.450617
ChrZ	77400001	77600000	ChrZ	77574467	77891303	superscaffold83	368212	685048	0.000179	35.711461
ChrZ	77600001	77800000	ChrZ	77574467	77891303	superscaffold83	368212	685048	0.000192	38.321256
ChrZ	77800001	78000000	ChrZ	77574467	77891303	superscaffold83	368212	685048	0.000315	62.965954
ChrZ	78000001	78200000	ChrZ	78006334	78290158	superscaffold92	17573	301397	0.000227	45.435663
ChrZ	78200001	78400000	ChrZ	78247223	78538061	superscaffold92	258462	549300	0.000168	33.575351
ChrZ	78400001	78600000	ChrZ	78490905	78761976	superscaffold92	502144	773215	0.000218	43.698886
ChrZ	78600001	78800000	ChrZ	78490905	78761976	superscaffold92	502144	773215	0.00027	53.936008
ChrZ	78800001	79000000	ChrZ	78971941	79134451	superscaffold92	983180	1145690	0.000212	42.309977
ChrZ	79000001	79200000	ChrZ	79110454	79282009	superscaffold92	1121693	1293248	0.000447	89.414043
ChrZ	79200001	79400000	ChrZ	79236697	79571369	superscaffold92	1247936	1582608	0.000331	66.204757
ChrZ	79400001	79600000	ChrZ	79537466	79713378	superscaffold92	1548705	1724617	0.000339	67.891722
ChrZ	79600001	79800000	ChrZ	79675311	79836398	superscaffold92	1686550	1847637	0.000655	130.933899
ChrZ	79800001	80000000	ChrZ	79675311	79836398	superscaffold92	1686550	1847637	0.000618	123.692468
ChrZ	80000001	80200000	ChrZ	80146839	80295281	superscaffold92	2158078	2306520	0.000802	160.316011
ChrZ	80200001	80400000	ChrZ	80397074	80583687	superscaffold92	2408313	2594926	0.001956	391.153968
ChrZ	80400001	80600000	ChrZ	80559828	80705818	superscaffold92	2571067	2717057	0.001364	272.727423
ChrZ	80600001	80800000	ChrZ	80705835	80816980	superscaffold92	2717074	2828219	0.001015	202.963116
ChrZ	80800001	81000000	ChrZ	80705835	80816980	superscaffold92	2717074	2828219	0.000549	109.782473
