gg_chr	gg_start	gg_end	sc_scaffold	sc_scaffold_length	sc_start	sc_end
chromosome_1	57150872	57167659	superscaffold19	48889270	11570333	11588201
chromosome_1	57235288	57259482	superscaffold19	48889270	11479769	11503675
chromosome_1	57284056	57322601	superscaffold19	48889270	11407677	11450013
chromosome_1	57404270	57434983	superscaffold19	48889270	11281221	11313616
chromosome_1	57456717	57492738	superscaffold19	48889270	11222012	11259457
chromosome_1	57494614	57516306	superscaffold19	48889270	11196386	11218286
chromosome_1	57581450	57598112	superscaffold19	48889270	11109854	11126837
chromosome_1	57632209	57677743	superscaffold19	48889270	11027716	11072995
chromosome_1	57692333	57710913	superscaffold19	48889270	10990674	11009851
chromosome_1	57728520	57748051	superscaffold19	48889270	10947566	10967178
chromosome_1	57748060	57774082	superscaffold19	48889270	10920063	10946517
chromosome_1	57804225	57829670	superscaffold19	48889270	10869825	10896275
chromosome_1	57889416	57916940	superscaffold19	48889270	10773782	10802854
chromosome_1	58044082	58064478	superscaffold19	48889270	10607621	10627837
chromosome_1	58157865	58176413	superscaffold19	48889270	10481536	10500179
chromosome_1	58199921	58220217	superscaffold19	48889270	10435628	10457149
chromosome_1	58327871	58345723	superscaffold19	48889270	10290629	10309191
chromosome_1	58350366	58369262	superscaffold19	48889270	10268812	10287059
chromosome_1	58369963	58388846	superscaffold19	48889270	10249037	10268780
chromosome_1	58522727	58549262	superscaffold19	48889270	10091324	10118202
chromosome_1	58603460	58623703	superscaffold19	48889270	10021869	10042671
chromosome_1	58629117	58655493	superscaffold19	48889270	9982798	10010324
chromosome_1	58674394	58693170	superscaffold19	48889270	9942454	9961357
chromosome_1	58901711	58936923	superscaffold19	48889270	9648702	9685249
chromosome_1	59073280	59100062	superscaffold19	48889270	9469044	9497232
chromosome_1	59100377	59115728	superscaffold19	48889270	9449644	9467090
chromosome_1	59140323	59166806	superscaffold19	48889270	9400889	9429128
chromosome_1	59217582	59238857	superscaffold19	48889270	9322249	9344805
chromosome_1	59258824	59288134	superscaffold19	48889270	9274514	9304084
chromosome_1	59417843	59438574	superscaffold19	48889270	9077528	9100370
chromosome_1	59485479	59503855	superscaffold19	48889270	9003639	9023059
chromosome_1	59547612	59562724	superscaffold19	48889270	8929437	8946414
chromosome_1	59630774	59647393	superscaffold19	48889270	8817104	8834276
chromosome_1	59657475	59674074	superscaffold19	48889270	8784115	8801446
chromosome_1	59721235	59744317	superscaffold19	48889270	8713160	8737146
chromosome_1	59745527	59763080	superscaffold19	48889270	8695210	8713139
chromosome_1	59770857	59797577	superscaffold19	48889270	8658377	8686416
chromosome_1	59824837	59851000	superscaffold19	48889270	8605409	8631021
chromosome_1	59921714	59947367	superscaffold19	48889270	8487398	8516303
chromosome_1	59996230	60027952	superscaffold19	48889270	8402755	8435715
chromosome_1	60037179	60082258	superscaffold19	48889270	8344586	8390913
chromosome_1	60084683	60106398	superscaffold19	48889270	8321355	8343747
chromosome_1	60162979	60178383	superscaffold19	48889270	8225270	8242797
chromosome_1	60240219	60283153	superscaffold19	48889270	8094122	8142269
chromosome_1	60309621	60335475	superscaffold19	48889270	8036448	8065183
chromosome_1	60335474	60362053	superscaffold19	48889270	8006009	8035762
chromosome_1	60369819	60404911	superscaffold19	48889270	7957909	7993860
chromosome_1	60404977	60430973	superscaffold19	48889270	7930769	7957005
chromosome_1	60469551	60508925	superscaffold19	48889270	7842977	7884192
chromosome_1	60514611	60538173	superscaffold19	48889270	7811245	7835478
chromosome_1	60625093	60669257	superscaffold19	48889270	7676056	7721593
chromosome_1	60749560	60780522	superscaffold19	48889270	7546100	7579260
chromosome_1	60786234	60821613	superscaffold19	48889270	7505580	7542460
chromosome_1	60822456	60877295	superscaffold19	48889270	7446040	7505620
chromosome_1	60900186	60925221	superscaffold19	48889270	7391990	7418516
chromosome_1	60945783	60968104	superscaffold19	48889270	7346279	7368039
chromosome_1	60988111	61008636	superscaffold19	48889270	7291424	7315337
chromosome_1	61007936	61063393	superscaffold19	48889270	7233661	7292815
chromosome_1	61064893	61089939	superscaffold19	48889270	7201374	7229977
chromosome_1	61095584	61115709	superscaffold19	48889270	7174784	7194994
chromosome_1	61152872	61192338	superscaffold19	48889270	7085351	7126413
chromosome_1	61193564	61216283	superscaffold19	48889270	7061943	7084849
chromosome_1	61248269	61273606	superscaffold19	48889270	7001545	7027017
chromosome_1	61278965	61308586	superscaffold19	48889270	6962893	6993486
chromosome_1	61325342	61341999	superscaffold19	48889270	6922629	6941009
chromosome_1	61348610	61404269	superscaffold19	48889270	6858837	6915051
chromosome_1	61404312	61458979	superscaffold19	48889270	6803828	6859478
chromosome_1	61468234	61499788	superscaffold19	48889270	6758275	6789854
chromosome_1	61498088	61583987	superscaffold19	48889270	6673289	6761674
chromosome_1	61583950	61607543	superscaffold19	48889270	6647886	6672683
chromosome_1	61608218	61627824	superscaffold19	48889270	6624321	6646199
chromosome_1	61683635	61699431	superscaffold19	48889270	6524054	6541859
chromosome_1	61697767	61725894	superscaffold19	48889270	6494476	6523649
chromosome_1	61726002	61779678	superscaffold19	48889270	6437163	6493757
chromosome_1	61832779	61847968	superscaffold19	48889270	6348332	6365236
chromosome_1	61860829	61907611	superscaffold19	48889270	6278278	6327520
chromosome_1	61906699	61938473	superscaffold19	48889270	6247452	6280025
chromosome_1	61965533	62017317	superscaffold19	48889270	6162277	6216950
chromosome_1	62018637	62047516	superscaffold19	48889270	6130277	6159726
chromosome_1	62058491	62075708	superscaffold19	48889270	6087207	6106095
chromosome_1	62089080	62108424	superscaffold19	48889270	6048041	6069343
chromosome_1	62198785	62217928	superscaffold19	48889270	5946588	5965170
chromosome_1	62265453	62295543	superscaffold19	48889270	5859921	5891345
chromosome_1	62315523	62337995	superscaffold19	48889270	5810007	5832949
chromosome_1	62338219	62353733	superscaffold19	48889270	5792695	5808806
chromosome_1	62365761	62412365	superscaffold19	48889270	5730677	5779380
chromosome_1	62415255	62431355	superscaffold19	48889270	5708761	5724980
chromosome_1	62438203	62461981	superscaffold19	48889270	5680356	5706892
chromosome_1	62535301	62558199	superscaffold19	48889270	5619387	5642804
chromosome_1	62615456	62633710	superscaffold19	48889270	5551268	5569878
chromosome_1	62658679	62707957	superscaffold19	48889270	5475247	5526672
chromosome_1	62713379	62737022	superscaffold19	48889270	5443916	5468576
chromosome_1	62745616	62768136	superscaffold19	48889270	5410941	5432566
chromosome_1	62779192	62798159	superscaffold19	48889270	5381355	5400343
chromosome_1	62820679	62844549	superscaffold19	48889270	5329675	5354725
chromosome_1	62864083	62890549	superscaffold19	48889270	5280777	5308883
chromosome_1	62891220	62912811	superscaffold19	48889270	5257006	5279326
chromosome_1	63198680	63222570	superscaffold19	48889270	4933336	4957244
chromosome_1	63256004	63275422	superscaffold19	48889270	4870090	4889720
chromosome_1	63282910	63304166	superscaffold19	48889270	4840748	4862133
chromosome_1	63345014	63421749	superscaffold19	48889270	4722802	4799067
chromosome_1	63423034	63474909	superscaffold19	48889270	4669375	4723172
chromosome_1	63506802	63537250	superscaffold19	48889270	4603797	4635532
chromosome_1	63541284	63559172	superscaffold19	48889270	4583732	4601666
chromosome_1	63588200	63613430	superscaffold19	48889270	4534749	4559653
chromosome_1	63682619	63708005	superscaffold19	48889270	4443800	4468579
chromosome_1	63815980	63838233	superscaffold19	48889270	4311258	4333457
chromosome_1	63869952	63905632	superscaffold19	48889270	4235564	4273346
chromosome_1	63930924	63965811	superscaffold19	48889270	4160290	4195755
chromosome_1	64093384	64113125	superscaffold19	48889270	4011330	4031342
chromosome_1	64123835	64156752	superscaffold19	48889270	3965173	3999644
chromosome_1	64183503	64206326	superscaffold19	48889270	3918253	3940841
chromosome_1	64258358	64281269	superscaffold19	48889270	3832764	3855691
chromosome_1	64282772	64317153	superscaffold19	48889270	3797463	3832765
chromosome_1	64345137	64381622	superscaffold19	48889270	3723645	3759869
chromosome_1	64397006	64420294	superscaffold19	48889270	3685541	3709819
chromosome_1	64445463	64489366	superscaffold19	48889270	3614685	3659645
chromosome_1	64499563	64535189	superscaffold19	48889270	3566051	3603053
chromosome_1	64646491	64667001	superscaffold19	48889270	3422940	3444214
chromosome_1	64793805	64815318	superscaffold19	48889270	3245924	3268771
chromosome_1	64842514	64868590	superscaffold19	48889270	3186926	3214002
chromosome_1	64888651	64942780	superscaffold19	48889270	3110587	3166198
chromosome_1	64986177	65001858	superscaffold19	48889270	3052827	3068837
chromosome_1	65014752	65031243	superscaffold19	48889270	3024165	3040977
chromosome_1	65037610	65071571	superscaffold19	48889270	2980396	3016774
chromosome_1	65115755	65139636	superscaffold19	48889270	2900869	2928246
chromosome_1	65415644	65466723	superscaffold19	48889270	2556329	2608503
chromosome_1	65492957	65530185	superscaffold19	48889270	2497467	2537100
chromosome_1	65531351	65549925	superscaffold19	48889270	2475015	2494612
chromosome_1	65565627	65585278	superscaffold19	48889270	2433713	2454014
chromosome_1	65584178	65629906	superscaffold19	48889270	2389237	2435901
chromosome_1	65635003	65654757	superscaffold19	48889270	2361100	2382134
chromosome_1	65665211	65698731	superscaffold19	48889270	2313107	2347888
chromosome_1	65698701	65722721	superscaffold19	48889270	2289264	2314437
chromosome_1	65774026	65797212	superscaffold19	48889270	2219292	2242821
chromosome_1	65865815	65885527	superscaffold19	48889270	2136973	2157463
chromosome_1	65885533	65916896	superscaffold19	48889270	2104201	2136335
chromosome_1	65917702	65944475	superscaffold19	48889270	2078493	2104206
chromosome_1	65944467	65976624	superscaffold19	48889270	2046415	2079126
chromosome_1	65977871	66051113	superscaffold19	48889270	1969899	2046378
chromosome_1	66058740	66096315	superscaffold19	48889270	1923707	1961322
chromosome_1	66096887	66119698	superscaffold19	48889270	1900490	1923705
chromosome_1	66119703	66142848	superscaffold19	48889270	1875839	1899767
chromosome_1	66141952	66180878	superscaffold19	48889270	1838298	1877633
chromosome_1	66192314	66222299	superscaffold19	48889270	1794151	1825605
chromosome_1	66222313	66239150	superscaffold19	48889270	1775966	1793467
chromosome_1	66246764	66280572	superscaffold19	48889270	1732510	1766724
chromosome_1	66281464	66317012	superscaffold19	48889270	1696262	1732486
chromosome_1	66391086	66410591	superscaffold19	48889270	1625857	1646244
chromosome_1	66440222	66457529	superscaffold19	48889270	1569678	1589031
chromosome_1	66470546	66493890	superscaffold19	48889270	1530209	1554372
chromosome_1	66513828	66547207	superscaffold19	48889270	1473120	1507967
chromosome_1	66631042	66654107	superscaffold19	48889270	1346236	1369633
chromosome_1	66694842	66714403	superscaffold19	48889270	1283517	1303903
chromosome_1	66888576	66911658	superscaffold19	48889270	1077814	1104247
chromosome_1	66924206	66948644	superscaffold19	48889270	1039357	1064535
chromosome_1	67141211	67168174	superscaffold19	48889270	812037	840719
chromosome_1	67214874	67246046	superscaffold19	48889270	725697	757751
chromosome_1	67325665	67354910	superscaffold19	48889270	625509	657458
chromosome_1	67370480	67387812	superscaffold19	48889270	592394	610917
chromosome_1	67458359	67505398	superscaffold19	48889270	472627	519045
chromosome_1	67505395	67523624	superscaffold19	48889270	450783	471440
chromosome_1	67544836	67563870	superscaffold19	48889270	402793	423563
chromosome_1	67564090	67583008	superscaffold19	48889270	381078	401035
chromosome_1	67662808	67712593	superscaffold19	48889270	237889	288967
chromosome_1	67713474	67743720	superscaffold19	48889270	206355	237902
chromosome_1	67769916	67801109	superscaffold19	48889270	151324	182802
chromosome_1	67806995	67824965	superscaffold19	48889270	126930	145335
chromosome_1	11243616	11258522	superscaffold74	9746395	9730725	9746395
chromosome_1	11285744	11310005	superscaffold74	9746395	9673208	9698701
chromosome_1	11317643	11341787	superscaffold74	9746395	9637928	9663677
chromosome_1	11626562	11646949	superscaffold74	9746395	9312207	9332992
chromosome_1	11730002	11750563	superscaffold74	9746395	9199350	9220433
chromosome_1	11849043	11869543	superscaffold74	9746395	9057870	9078520
chromosome_1	12091130	12110424	superscaffold74	9746395	8796907	8817023
chromosome_1	12160755	12186979	superscaffold74	9746395	8722817	8748588
chromosome_1	12245517	12263161	superscaffold74	9746395	8644474	8663935
chromosome_1	12301849	12337552	superscaffold74	9746395	8561367	8598638
chromosome_1	12451305	12472312	superscaffold74	9746395	8426015	8447778
chromosome_1	12519023	12569481	superscaffold74	9746395	8323089	8374086
chromosome_1	12760182	12790215	superscaffold74	9746395	8045999	8079496
chromosome_1	12798179	12825748	superscaffold74	9746395	8006214	8035132
chromosome_1	12838487	12864479	superscaffold74	9746395	7967414	7996319
chromosome_1	12881436	12898170	superscaffold74	9746395	7931478	7947959
chromosome_1	12958755	12978950	superscaffold74	9746395	7834590	7856343
chromosome_1	13013827	13032921	superscaffold74	9746395	7765154	7784461
chromosome_1	13100853	13133640	superscaffold74	9746395	7646336	7680945
chromosome_1	13133029	13152841	superscaffold74	9746395	7624204	7645210
chromosome_1	13186496	13201030	superscaffold74	9746395	7569610	7586214
chromosome_1	13229759	13270134	superscaffold74	9746395	7495773	7536698
chromosome_1	13321577	13349019	superscaffold74	9746395	7414411	7441322
chromosome_1	13380708	13404339	superscaffold74	9746395	7353056	7378868
chromosome_1	13460336	13490909	superscaffold74	9746395	7256472	7289651
chromosome_1	13677258	13697728	superscaffold74	9746395	7024749	7046235
chromosome_1	13779383	13798527	superscaffold74	9746395	6906155	6925919
chromosome_1	13853903	13882870	superscaffold74	9746395	6815264	6844511
chromosome_1	13897611	13919681	superscaffold74	9746395	6776649	6800257
chromosome_1	13998475	14019093	superscaffold74	9746395	6655454	6675097
chromosome_1	14039891	14061475	superscaffold74	9746395	6605561	6630085
chromosome_1	14103539	14125397	superscaffold74	9746395	6535116	6558833
chromosome_1	14154601	14172266	superscaffold74	9746395	6478049	6495605
chromosome_1	14230062	14250189	superscaffold74	9746395	6386519	6408554
chromosome_1	14250561	14274248	superscaffold74	9746395	6362066	6386840
chromosome_1	14276474	14291732	superscaffold74	9746395	6342830	6359404
chromosome_1	14355005	14391506	superscaffold74	9746395	6219795	6258659
chromosome_1	14684597	14699692	superscaffold74	9746395	5849854	5866713
chromosome_1	14699751	14721643	superscaffold74	9746395	5827059	5848456
chromosome_1	14721666	14737282	superscaffold74	9746395	5810975	5826373
chromosome_1	14743854	14760306	superscaffold74	9746395	5786930	5804233
chromosome_1	14831642	14858325	superscaffold74	9746395	5686492	5712612
chromosome_1	14859268	14885093	superscaffold74	9746395	5660133	5686463
chromosome_1	14885075	14902887	superscaffold74	9746395	5640489	5659343
chromosome_1	15008255	15048815	superscaffold74	9746395	5467277	5511254
chromosome_1	15072000	15091686	superscaffold74	9746395	5415629	5437117
chromosome_1	15134936	15162791	superscaffold74	9746395	5333905	5363606
chromosome_1	15162773	15183396	superscaffold74	9746395	5311137	5332910
chromosome_1	15440458	15469114	superscaffold74	9746395	4944817	4976239
chromosome_1	15530578	15551407	superscaffold74	9746395	4852682	4873988
chromosome_1	15583749	15602983	superscaffold74	9746395	4788066	4808669
chromosome_1	15865439	15884986	superscaffold74	9746395	4436596	4457788
chromosome_1	15929297	15967364	superscaffold74	9746395	4347946	4386297
chromosome_1	15968550	15987053	superscaffold74	9746395	4323732	4345029
chromosome_1	15994267	16010374	superscaffold74	9746395	4297056	4314357
chromosome_1	16066564	16086400	superscaffold74	9746395	4208036	4228142
chromosome_1	16118313	16142633	superscaffold74	9746395	4143435	4169930
chromosome_1	16306232	16323359	superscaffold74	9746395	3948414	3966733
chromosome_1	16484816	16514789	superscaffold74	9746395	3705599	3737648
chromosome_1	16538555	16566922	superscaffold74	9746395	3655953	3685311
chromosome_1	16573020	16592159	superscaffold74	9746395	3632194	3651685
chromosome_1	16909293	16934468	superscaffold74	9746395	3245871	3271115
chromosome_1	17206597	17225402	superscaffold74	9746395	2922789	2942386
chromosome_1	17301864	17326643	superscaffold74	9746395	2808824	2834013
chromosome_1	17325188	17359375	superscaffold74	9746395	2773385	2807813
chromosome_1	17404378	17426175	superscaffold74	9746395	2710318	2732954
chromosome_1	17490833	17506887	superscaffold74	9746395	2628092	2643923
chromosome_1	17528419	17553684	superscaffold74	9746395	2584672	2609403
chromosome_1	17619605	17643458	superscaffold74	9746395	2504620	2529280
chromosome_1	17758548	17782311	superscaffold74	9746395	2364585	2388972
chromosome_1	17941498	17959678	superscaffold74	9746395	2226559	2244270
chromosome_1	18869547	18888812	superscaffold74	9746395	1046434	1064529
chromosome_1	18966441	18989244	superscaffold74	9746395	938832	963446
chromosome_1	19009076	19028151	superscaffold74	9746395	899328	919441
chromosome_1	19081433	19103085	superscaffold74	9746395	816702	839116
chromosome_1	19165098	19219220	superscaffold74	9746395	688896	744995
chromosome_1	19224854	19256639	superscaffold74	9746395	647247	681737
chromosome_1	19320889	19337403	superscaffold74	9746395	556818	573192
chromosome_1	19512833	19533440	superscaffold74	9746395	346476	367904
chromosome_1	19635678	19656645	superscaffold74	9746395	196586	219704
chromosome_1	95783108	95803458	scaffold1012	128538	22121	43090
chromosome_1	76321120	76336662	scaffold238	160487	26597	42604
chromosome_1	76431590	76450997	scaffold238	160487	129523	148974
chromosome_1	144094433	144115882	scaffold1283	38651	3938	25629
chromosome_1	197484608	197514696	scaffold578	152080	11823	44531
chromosome_1	115681354	115696574	scaffold1498	61030	34374	49972
chromosome_1	121034868	121052023	scaffold841	153166	132752	149046
chromosome_1	121064321	121088525	scaffold841	153166	91943	116368
chromosome_1	62932400	62966793	scaffold1092	186930	129576	163817
chromosome_1	63034002	63071510	scaffold1092	186930	18238	57633
chromosome_2	46063038	46082766	superscaffold37	23965222	3149370	3170294
chromosome_2	46095348	46112181	superscaffold37	23965222	3189270	3207157
chromosome_2	46193514	46219166	superscaffold37	23965222	3294732	3321102
chromosome_2	46238081	46271974	superscaffold37	23965222	3336423	3372572
chromosome_2	46269609	46303566	superscaffold37	23965222	3367852	3403743
chromosome_2	46326840	46343123	superscaffold37	23965222	3427709	3446176
chromosome_2	46357714	46402643	superscaffold37	23965222	3462377	3509973
chromosome_2	46410021	46437055	superscaffold37	23965222	3518147	3547257
chromosome_2	46442879	46474344	superscaffold37	23965222	3555515	3585538
chromosome_2	46513249	46537043	superscaffold37	23965222	3618920	3642082
chromosome_2	46537075	46575481	superscaffold37	23965222	3642902	3683716
chromosome_2	46575482	46589874	superscaffold37	23965222	3684348	3699475
chromosome_2	46633578	46651455	superscaffold37	23965222	3760658	3779509
chromosome_2	46656246	46680080	superscaffold37	23965222	3785408	3811296
chromosome_2	46680058	46700955	superscaffold37	23965222	3811936	3833143
chromosome_2	46770238	46792592	superscaffold37	23965222	3926706	3950696
chromosome_2	46847079	46865681	superscaffold37	23965222	4033219	4052991
chromosome_2	46910670	46941158	superscaffold37	23965222	4108316	4138983
chromosome_2	47041626	47065701	superscaffold37	23965222	4241128	4265934
chromosome_2	47088076	47106318	superscaffold37	23965222	4294152	4312862
chromosome_2	47107433	47131755	superscaffold37	23965222	4313030	4337845
chromosome_2	47131691	47148469	superscaffold37	23965222	4337226	4355067
chromosome_2	47150587	47173778	superscaffold37	23965222	4355659	4380246
chromosome_2	47176180	47206109	superscaffold37	23965222	4387539	4420144
chromosome_2	47211345	47249897	superscaffold37	23965222	4425310	4465365
chromosome_2	47341412	47359111	superscaffold37	23965222	4557058	4574877
chromosome_2	47400261	47419159	superscaffold37	23965222	4628796	4646123
chromosome_2	47441910	47475762	superscaffold37	23965222	4667787	4703315
chromosome_2	47475807	47510342	superscaffold37	23965222	4704035	4739867
chromosome_2	47514831	47545618	superscaffold37	23965222	4743169	4773715
chromosome_2	47568182	47586390	superscaffold37	23965222	4794930	4813076
chromosome_2	47603811	47646222	superscaffold37	23965222	4837514	4883114
chromosome_2	47646064	47665778	superscaffold37	23965222	4884013	4904659
chromosome_2	47665778	47688260	superscaffold37	23965222	4908751	4932376
chromosome_2	47731561	47765405	superscaffold37	23965222	4974857	5009097
chromosome_2	47796572	47819311	superscaffold37	23965222	5049188	5073943
chromosome_2	47828136	47848375	superscaffold37	23965222	5084634	5105098
chromosome_2	47862443	47879948	superscaffold37	23965222	5122817	5140505
chromosome_2	47997766	48019755	superscaffold37	23965222	5271862	5296424
chromosome_2	48027948	48047697	superscaffold37	23965222	5307128	5328548
chromosome_2	48183440	48206461	superscaffold37	23965222	5469915	5493338
chromosome_2	48230934	48256260	superscaffold37	23965222	5518007	5545847
chromosome_2	48383770	48413800	superscaffold37	23965222	5693508	5723347
chromosome_2	48429581	48448691	superscaffold37	23965222	5739345	5759309
chromosome_2	48523080	48539032	superscaffold37	23965222	5833096	5849417
chromosome_2	48550092	48635224	superscaffold37	23965222	5859748	5947448
chromosome_2	48652683	48671354	superscaffold37	23965222	5963429	5982221
chromosome_2	48689302	48713640	superscaffold37	23965222	5995593	6019746
chromosome_2	48793156	48812370	superscaffold37	23965222	6102965	6122962
chromosome_2	48812361	48834055	superscaffold37	23965222	6123589	6146598
chromosome_2	48899543	48920863	superscaffold37	23965222	6219601	6241396
chromosome_2	48981906	49003961	superscaffold37	23965222	6310559	6335733
chromosome_2	30412023	30436346	superscaffold37	23965222	23900137	23925610
chromosome_2	30632628	30661113	superscaffold37	23965222	23634387	23664299
chromosome_2	30672308	30704172	superscaffold37	23965222	23581195	23617177
chromosome_2	30708677	30735718	superscaffold37	23965222	23545324	23575212
chromosome_2	30750920	30798177	superscaffold37	23965222	23481710	23530262
chromosome_2	30956390	30977554	superscaffold37	23965222	23257978	23278768
chromosome_2	31127438	31145036	superscaffold37	23965222	23207127	23225876
chromosome_2	31146462	31171349	superscaffold37	23965222	23177429	23203857
chromosome_2	31198655	31215341	superscaffold37	23965222	23126280	23145324
chromosome_2	31215431	31235006	superscaffold37	23965222	23106281	23125598
chromosome_2	31243298	31263594	superscaffold37	23965222	23070913	23093478
chromosome_2	31288007	31307614	superscaffold37	23965222	23017049	23037835
chromosome_2	31433750	31450630	superscaffold37	23965222	22827876	22845827
chromosome_2	31493934	31555310	superscaffold37	23965222	22704028	22769503
chromosome_2	31810784	31849233	superscaffold37	23965222	22370980	22411323
chromosome_2	31849236	31884706	superscaffold37	23965222	22329138	22369921
chromosome_2	31888140	31903152	superscaffold37	23965222	22308448	22324032
chromosome_2	31928682	31945722	superscaffold37	23965222	22256633	22274916
chromosome_2	31947843	31973247	superscaffold37	23965222	22223708	22251781
chromosome_2	31981730	32006436	superscaffold37	23965222	22188695	22215365
chromosome_2	32021703	32064824	superscaffold37	23965222	22126970	22174756
chromosome_2	32065175	32082910	superscaffold37	23965222	22106663	22124565
chromosome_2	32110848	32127103	superscaffold37	23965222	22048641	22067131
chromosome_2	32194055	32216824	superscaffold37	23965222	21930731	21955271
chromosome_2	32234619	32251758	superscaffold37	23965222	21883341	21901872
chromosome_2	32275682	32292863	superscaffold37	23965222	21831365	21851489
chromosome_2	32316254	32331068	superscaffold37	23965222	21782080	21799553
chromosome_2	32336921	32353004	superscaffold37	23965222	21755583	21772540
chromosome_2	32374077	32410953	superscaffold37	23965222	21688142	21726708
chromosome_2	32413397	32432148	superscaffold37	23965222	21664495	21683787
chromosome_2	32432319	32475710	superscaffold37	23965222	21616266	21663258
chromosome_2	32475681	32514738	superscaffold37	23965222	21574160	21614843
chromosome_2	32525480	32705198	superscaffold37	23965222	21376529	21562552
chromosome_2	32723893	32785856	superscaffold37	23965222	21293332	21355217
chromosome_2	32785862	32809871	superscaffold37	23965222	21268593	21292453
chromosome_2	32809873	32832536	superscaffold37	23965222	21248361	21271400
chromosome_2	32832374	32865617	superscaffold37	23965222	21212550	21247956
chromosome_2	32883078	32903153	superscaffold37	23965222	21171695	21192787
chromosome_2	32990252	33007078	superscaffold37	23965222	21044105	21062066
chromosome_2	33041004	33056883	superscaffold37	23965222	20989206	21005488
chromosome_2	33095977	33113382	superscaffold37	23965222	20921024	20939639
chromosome_2	33126998	33149673	superscaffold37	23965222	20873691	20898154
chromosome_2	33200877	33226466	superscaffold37	23965222	20793617	20820470
chromosome_2	33257452	33285055	superscaffold37	23965222	20727469	20755102
chromosome_2	33307205	33327110	superscaffold37	23965222	20679998	20700903
chromosome_2	33327118	33347455	superscaffold37	23965222	20657256	20678659
chromosome_2	33347397	33466068	superscaffold37	23965222	20538185	20658609
chromosome_2	33467302	33485057	superscaffold37	23965222	20518396	20538166
chromosome_2	33497903	33514417	superscaffold37	23965222	20484852	20502861
chromosome_2	33556880	33580726	superscaffold37	23965222	20414240	20439439
chromosome_2	33623573	33650871	superscaffold37	23965222	20343479	20371672
chromosome_2	33693432	33709043	superscaffold37	23965222	20284145	20299747
chromosome_2	33712854	33735132	superscaffold37	23965222	20255975	20279059
chromosome_2	33736370	33779614	superscaffold37	23965222	20210123	20255579
chromosome_2	33779623	33801349	superscaffold37	23965222	20184738	20209397
chromosome_2	33815573	33835903	superscaffold37	23965222	20148031	20169706
chromosome_2	33835234	33870468	superscaffold37	23965222	20111547	20149389
chromosome_2	33964936	33982801	superscaffold37	23965222	19980782	20002801
chromosome_2	34074835	34092439	superscaffold37	23965222	19845097	19864790
chromosome_2	34093268	34109535	superscaffold37	23965222	19824406	19842283
chromosome_2	34121919	34139471	superscaffold37	23965222	19790386	19809137
chromosome_2	34140919	34161447	superscaffold37	23965222	19764308	19785409
chromosome_2	34163267	34188170	superscaffold37	23965222	19735835	19762358
chromosome_2	34188170	34206046	superscaffold37	23965222	19715408	19735080
chromosome_2	34235496	34263217	superscaffold37	23965222	19650784	19679545
chromosome_2	34266624	34281612	superscaffold37	23965222	19629655	19645180
chromosome_2	34281597	34299011	superscaffold37	23965222	19610435	19629040
chromosome_2	34318551	34335431	superscaffold37	23965222	19573923	19591095
chromosome_2	34355633	34380789	superscaffold37	23965222	19526817	19552193
chromosome_2	34397461	34419121	superscaffold37	23965222	19484535	19506297
chromosome_2	34475079	34536003	superscaffold37	23965222	19349248	19412023
chromosome_2	34561869	34599252	superscaffold37	23965222	19268163	19307440
chromosome_2	34607824	34630356	superscaffold37	23965222	19234569	19258688
chromosome_2	34644103	34661436	superscaffold37	23965222	19201960	19219778
chromosome_2	34681210	34706954	superscaffold37	23965222	19149565	19174708
chromosome_2	34741725	34769493	superscaffold37	23965222	19082004	19110660
chromosome_2	34803406	34834888	superscaffold37	23965222	19009581	19042514
chromosome_2	34846075	34868295	superscaffold37	23965222	18974788	18997637
chromosome_2	34868269	34901085	superscaffold37	23965222	18939106	18973897
chromosome_2	34962951	34980009	superscaffold37	23965222	18858493	18876164
chromosome_2	34986352	35024245	superscaffold37	23965222	18813155	18850834
chromosome_2	35024215	35046230	superscaffold37	23965222	18788529	18811887
chromosome_2	35046379	35065826	superscaffold37	23965222	18766928	18786236
chromosome_2	35104017	35131034	superscaffold37	23965222	18681828	18709404
chromosome_2	35149373	35275173	superscaffold37	23965222	18534968	18662987
chromosome_2	35286273	35327777	superscaffold37	23965222	18483322	18525354
chromosome_2	35340739	35364377	superscaffold37	23965222	18440649	18465022
chromosome_2	35440177	35456005	superscaffold37	23965222	18334285	18350285
chromosome_2	35509160	35528151	superscaffold37	23965222	18254521	18276295
chromosome_2	35540873	35561193	superscaffold37	23965222	18213394	18233278
chromosome_2	35678815	35697073	superscaffold37	23965222	18040849	18058702
chromosome_2	35765152	35787008	superscaffold37	23965222	17939881	17964512
chromosome_2	35805826	35823472	superscaffold37	23965222	17897155	17914901
chromosome_2	35886920	35904802	superscaffold37	23965222	17800853	17821395
chromosome_2	35907220	35925930	superscaffold37	23965222	17778766	17797192
chromosome_2	35932469	35952154	superscaffold37	23965222	17749084	17771535
chromosome_2	35956203	35986196	superscaffold37	23965222	17715036	17745755
chromosome_2	35994184	36011344	superscaffold37	23965222	17686827	17703872
chromosome_2	36067165	36086907	superscaffold37	23965222	17604380	17624000
chromosome_2	36105646	36124898	superscaffold37	23965222	17564136	17584677
chromosome_2	36190422	36228529	superscaffold37	23965222	17457549	17496002
chromosome_2	36271471	36290803	superscaffold37	23965222	17390085	17408350
